source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
1149469523427715072,124.16087961184444,0.5903508122855508,85.04476372149348,0.7512690611325135,0.16430089637327813,0.6517588384817171,20.606571,1.6276608,,,"NOT_AVAILABLE",,
1149469759650690048,124.92109902206573,0.13236605008886385,85.05588248541223,0.1681365867501449,0.8744509017683648,0.15293967888900858,18.634851,1.7477417,,,"NOT_AVAILABLE",,
1149521990748262528,122.48053026987559,0.8232433738342816,85.20616294142054,1.1297183039467935,1.3943253014947474,1.3806056339979094,20.822735,1.439661,,,"NOT_AVAILABLE",,
1149518417335401216,123.58536018018998,1.5902100451366052,85.18452341540109,2.1299316922041682,,,20.98759,1.4226303,,,"NOT_AVAILABLE",,
1149490963905036800,119.95590962637819,0.5417146327569888,85.04925908581416,0.6063114969920881,1.2951587059059113,0.712505631477762,20.480934,1.4393196,,,"NOT_AVAILABLE",,
1149472989465728512,124.75285342992902,0.17388454798494027,85.18595692852358,0.21223724632186775,0.5680413932497455,0.20589958596864247,19.090387,1.6767769,,,"NOT_AVAILABLE",,
1149532023791410688,117.96142850683253,0.841565645551246,85.2434347142463,1.1134422833356254,1.7627114612431538,1.153328663178166,20.695724,,,,"NOT_AVAILABLE",,
1149472066049797120,125.10321036031166,0.026329175527552914,85.14836617891625,0.030978943619182825,2.3173491014502265,0.029512598033739727,15.663475,1.7047501,,,"NOT_AVAILABLE",4444.7036,0.438
1149472203487812608,125.23110209847216,0.7281878864064122,85.15722979595994,1.1460926572063224,-0.31026875852537417,0.7327798680414376,20.70037,1.0844078,,,"NOT_AVAILABLE",,
1149529923552269056,119.73784812947186,0.19115962881917675,85.26046533324977,0.22639950808316792,0.1958355351432703,0.25315149399061915,19.03034,0.8576851,,,"NOT_AVAILABLE",,
1149527831904020352,119.20793825096801,7.113725204963072,85.18807919552928,3.8248011176707175,,,21.043121,,,,"NOT_AVAILABLE",,
1149499588200317056,116.6654117006607,0.026711707864416522,85.01694453591787,0.03598191278918865,1.3937847381496256,0.03794455478366025,15.757305,1.2881002,,,"NOT_AVAILABLE",4976.0,0.216
