source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
1.14952E+18,120.5283095,0.071094832,85.11697348,0.085209732,0.421204019,0.092016505,17.71277,1.0733395,,,NOT_AVAILABLE,,
1.14954E+18,120.0769217,0.36813361,85.34791263,0.46608234,0.20648214,0.514336602,20.207802,1.7693691,,,NOT_AVAILABLE,,
1.14952E+18,122.4597412,0.148246419,85.23050536,0.198628927,1.125981334,0.175592352,18.710318,2.2401047,,,NOT_AVAILABLE,,
1.14946E+18,126.3897379,0.129305578,85.00456199,0.15437573,0.981843948,0.161450332,18.63924,2.010437,,,NOT_AVAILABLE,,
1.14954E+18,121.5474384,1.027101379,85.32910902,0.678841319,1.711546233,0.756509579,20.62019,1.0717621,,,NOT_AVAILABLE,,
1.14953E+18,120.6402164,0.118040413,85.23739573,0.148516865,0.593057878,0.153564864,18.402472,1.0057468,,,NOT_AVAILABLE,,
1.14952E+18,123.2783283,0.969997063,85.19836197,1.345476431,-0.642166608,1.349838707,20.873608,1.3979893,,,NOT_AVAILABLE,,
1.14952E+18,121.3913747,0.109891265,85.24411325,0.126379399,1.04597296,0.137301992,18.530663,1.979002,,,NOT_AVAILABLE,,
1.14953E+18,119.8556904,0.091128791,85.2468446,0.111027048,0.412218498,0.12191933,18.097563,1.1916199,,,NOT_AVAILABLE,,
1.14953E+18,119.6090676,0.122237428,85.24270912,0.152532152,0.230270031,0.164647733,18.525522,1.2954731,,,NOT_AVAILABLE,,
1.14953E+18,119.1690944,0.05601582,85.25298345,0.070168089,0.239361119,0.077051261,17.101028,0.856205,,,NOT_AVAILABLE,,
1.14953E+18,117.8685328,0.159779912,85.2649143,0.224523907,1.586186808,0.254830301,18.883,2.1827755,,,NOT_AVAILABLE,,
1.14953E+18,119.0758791,0.085331394,85.25349444,0.105454734,0.302996875,0.111890632,17.939632,0.94818306,,,NOT_AVAILABLE,,
1.14947E+18,124.4023179,0.61319616,85.04872165,0.889487411,0.431818221,0.699432331,20.57675,1.8419857,,,NOT_AVAILABLE,,
1.14954E+18,119.9377614,0.925779109,85.57810199,0.892363064,1.664868345,0.894404517,20.676813,1.9258728,,,NOT_AVAILABLE,,
1.14947E+18,125.0425614,0.381205801,85.05314132,0.473067946,0.294146651,0.448866534,20.020615,1.2453442,,,NOT_AVAILABLE,,
1.14952E+18,121.1678165,1.105171729,85.15958845,1.514185249,,,21.050344,,,,NOT_AVAILABLE,,
1.14953E+18,119.7143352,0.086304514,85.27919675,0.109088228,0.098277008,0.12095295,17.82655,0.7916851,,,NOT_AVAILABLE,,
1.14947E+18,125.0702042,0.589333674,85.0920791,0.568615283,2.016677133,0.56768018,19.358492,,,,NOT_AVAILABLE,,
1.1495E+18,118.6210916,0.64493077,85.01066571,0.910609222,0.385451113,1.035352522,19.806559,,,,NOT_AVAILABLE,,
1.14953E+18,122.1552136,2.319253642,85.38927034,1.828250804,,,21.0146,,,,NOT_AVAILABLE,,
1.14951E+18,118.0003802,0.016642589,85.09268607,0.023511731,1.047555384,0.022730143,13.082478,0.7094898,,,NOT_AVAILABLE,6332.25,1.158
1.14953E+18,119.2631563,1.877141892,85.12520907,3.986235947,,,21.178904,,,,NOT_AVAILABLE,,
1.14952E+18,122.3104298,0.118708388,85.20816914,0.150052581,0.547767053,0.147825837,18.639145,1.5540638,,,NOT_AVAILABLE,,
1.14947E+18,124.9839135,0.4509594,85.14745933,0.659654354,3.888919162,0.562121817,20.194162,3.0243607,,,NOT_AVAILABLE,,
1.14947E+18,124.6258935,0.175116947,85.14963096,0.222622752,0.639897644,0.206458703,19.073378,1.7251091,,,NOT_AVAILABLE,,
1.14951E+18,122.5340775,2.563393127,85.11662087,3.361492309,,,20.566868,1.769165,,,NOT_AVAILABLE,,
1.14947E+18,126.5697079,0.100424803,85.05679268,0.102582359,1.583327483,0.103551519,17.862528,2.2549992,,,NOT_AVAILABLE,,
1.14954E+18,120.453265,0.315240138,85.50555833,0.39508527,0.659371881,0.448665114,19.975756,1.2154522,,,NOT_AVAILABLE,,
1.14954E+18,121.9307954,1.169115052,85.43767696,1.699210119,,,21.05504,,,,NOT_AVAILABLE,,
1.14954E+18,121.3360049,0.759585685,85.35930572,0.792957447,-0.516283476,0.933743267,20.648617,1.2812786,,,NOT_AVAILABLE,,
1.14953E+18,120.2824494,0.961009576,85.29627871,1.436270268,2.276411474,1.766973088,20.90894,1.160778,,,NOT_AVAILABLE,,
1.14947E+18,126.5627697,0.122531712,85.05908294,0.131966044,0.830669305,0.131275675,18.321074,1.6452789,,,NOT_AVAILABLE,,
1.14951E+18,122.2476635,0.15199798,85.02237259,0.213794451,0.379401146,0.194536465,18.597912,1.7410374,,,NOT_AVAILABLE,,
1.1495E+18,118.6855219,0.311380284,85.06286178,0.46521215,1.394798816,0.445098074,19.905949,2.3093739,,,NOT_AVAILABLE,,
1.14953E+18,118.177466,0.188758423,85.28548854,0.273208572,0.342812497,0.289223441,19.014341,1.1106739,,,NOT_AVAILABLE,,
1.14953E+18,118.3285871,0.682284901,85.25010915,0.97682597,-0.123835853,1.003058327,20.685938,2.800394,,,NOT_AVAILABLE,,
1.14951E+18,118.0845292,0.247263419,85.08101608,0.30928932,0.544829892,0.330646484,19.549881,2.1627064,,,NOT_AVAILABLE,,
1.14952E+18,121.2573015,0.249098756,85.23441737,0.302971933,0.772911977,0.325707047,19.735125,1.6978283,,,NOT_AVAILABLE,,
1.14953E+18,119.4169958,0.061510037,85.2740224,0.077725395,0.551961983,0.081354211,17.390352,1.174284,,,NOT_AVAILABLE,,
1.1495E+18,117.5186475,1.106772176,85.06123983,1.348818423,1.050059296,1.2693145,20.804558,1.8494072,,,NOT_AVAILABLE,,
1.14953E+18,121.0102634,0.087480287,85.25063604,0.100277292,0.576217131,0.109761942,18.084976,1.5787754,,,NOT_AVAILABLE,,
1.14954E+18,119.6957379,3.38301972,85.54237439,6.11322158,,,20.951593,2.034195,,,NOT_AVAILABLE,,
1.14947E+18,125.0822168,0.150334726,85.12607807,0.19138611,0.475051409,0.179264872,18.855137,1.876709,,,NOT_AVAILABLE,,
1.1495E+18,118.6243269,0.056536602,85.01035763,0.079785312,1.896925381,0.082944384,17.150003,2.0299091,,,NOT_AVAILABLE,,
1.14952E+18,121.0976744,0.381193721,85.14678111,0.448773189,1.4893823,0.484084493,20.255909,2.031641,,,NOT_AVAILABLE,,
1.14953E+18,120.7912903,0.048627785,85.2482855,0.056017756,0.514229896,0.060486365,17.110071,1.1082058,,,NOT_AVAILABLE,,
1.14951E+18,117.1779668,1.31906782,85.1038225,2.653793544,,,21.020397,,,,NOT_AVAILABLE,,
1.14952E+18,124.0738816,0.217780249,85.18619918,0.256756573,0.481498233,0.241484312,19.185339,1.271595,,,NOT_AVAILABLE,,
1.14947E+18,126.4376083,0.430952511,85.07052981,0.494554169,4.483318956,0.495292603,16.448938,2.0149317,,,NOT_AVAILABLE,3805.925,
1.14953E+18,118.0888676,0.138980701,85.27367556,0.202236562,0.287982651,0.201075342,18.773426,0.7448559,,,NOT_AVAILABLE,,
1.14953E+18,118.4093059,0.057764393,85.28308187,0.079665275,0.537094662,0.084805167,17.275614,1.1741734,,,NOT_AVAILABLE,,
1.14952E+18,121.9438761,10.66243313,85.24731154,4.139696849,,,21.220633,,,,NOT_AVAILABLE,,
1.14951E+18,118.5546768,0.500951949,85.11851482,0.809119106,1.372767596,0.761221978,20.468002,1.7235527,,,NOT_AVAILABLE,,
1.14951E+18,117.3460444,0.205522765,85.13925432,0.309872709,2.369971735,0.289913538,18.281496,2.631689,,,NOT_AVAILABLE,,
1.14953E+18,119.3305114,0.237606918,85.26326805,0.311769827,0.350242181,0.331867333,19.560219,0.8119106,,,NOT_AVAILABLE,,
1.14947E+18,123.9348424,0.119501724,85.15067472,0.143702202,0.256553863,0.138116904,18.460243,0.79486084,,,NOT_AVAILABLE,,
1.14952E+18,122.1029806,0.134903035,85.21719934,0.150438415,0.366309487,0.162273324,18.675123,1.1601391,,,NOT_AVAILABLE,,
1.14953E+18,119.5789335,0.0824642,85.26397149,0.100059527,0.648399601,0.113694842,17.89033,1.5669727,,,NOT_AVAILABLE,,
